PartNumber,PartDescription,PartDetails,UOM,UPC,PartTypeID,Active,PartTaxCode,StdCost,Tracks-Lot Number,Next Value-Lot Number,Tracks-Revision Level,Next Value-Revision Level,Tracks-Expiration Date,Next Value-Expiration Date,Tracks-Serial Number,Next Value-Serial Number,AssetAccount,COGSAccount,AdjustmentAccount,ScrapAccount,VarianceAccount,ABCCode,Weight,WeightUOM,Width,Height,Len,SizeUOM,ConsumptionRate,PartURL,PartRevision,ProductNumber,ProductDescription,ProductDetails,Price,ProductSKU,ProductUPC,ProductActive,ProductTaxCode,ProductSOItemTypeID,IncomeAccount,ProductWeight,ProductWeightUOM,ProductWidth,ProductHeight,ProductLen,ProductSizeUOM,Vendor,DefaultVendor,VendorPartNumber,Cost,VendorUOM
CLADDING:Trentham Random,Rusty Quartzite/ Random/Loose/ pieces with Sawn Back,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Trentham Random,Rusty Quartzite/ Random/Loose/ pieces with Sawn Back,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Trentham Random,29.56,m2
CLADDING:Trentham Random Corner,Rusty Quartzite Random Corner,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Trentham Random Corner,Rusty Quartzite Random Corner,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Trentham Random Corner,29.56,lm
CLADDING:Black Cliff Cladding,Black Slate Stacked Stone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Black Cliff Cladding,Black Cliff Stackstone Cladding 600*150,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Black Slate Panel,1.77,ea
CLADDING:Black Cliff Corner,Black Slate Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Black Cliff Corner,Black Cliff Stackstone  Corner,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Black Slate Corner,2.95,ea
CLADDING:Capri Sandstone Random Corners,White Sandstone Mix Colours Corners,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Capri Sandstone Random Corners,Capri Sandstone Mix Colour Corners,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Capri Sandstone Random Corners,23.88,lm
CLADDING:Capri Sandstone Random Walling,White Sandstone mix Colors Walling,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Capri Sandstone Random Walling,Capri Sandstone Mix Colour Random Cladding,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Capri Sandstone Random Walling,23.88,m2
CLADDING:Capri Stackstone Corner,Yellow Wooden Sandstone Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Capri Stackstone Corner,Capri Cliff Stackstone Corner,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Yellow Wooden Sandstone Corner,2.95,ea
CLADDING:Capri Stackstone Walling,Yellow Wooden Stackstone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Capri Stackstone Walling,Capri Cliff Stackstone Cladding 600*150,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Yellow Wooden Stackstone,1.77,ea
CLADDING:Cedarstone Random Corners,Mix Colours Quartze Corners,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cedarstone Random Corners,Cedarstone Random Corners,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Cedarstone Random Corners,27.55,lm
CLADDING:Cedarstone Random Walling,Mic Colours Quartzite Walling,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cedarstone Random Walling,Cedarstone Random Walling,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Cedarstone Random Walling,27.55,m2
CLADDING:Cyprus Random Corners,Snow White Quartzite Corners,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cyprus Random Corners,Cyprus Random Corners,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Cyprus Random Corners,26.14,lm
CLADDING:Cyprus Random Walling,Snow White Quartzite Walling,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cyprus Random Walling,Cyprus Random Walling,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Cyprus Random Walling,26.14,m2
CLADDING:Cyprus Stackstone Cladding,White Quartzite Stacked Stone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cyprus Stackstone Cladding,Cyprus Cliff Stackstone Cladding 600*150,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,White Quartzite Panel,2.1,ea
CLADDING:Cyprus Stackstone Corner,White Quartzite Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Cyprus Stackstone Corner,Cyprus Cliff Stackstone Corner,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,White Quartzite Corner,3.44,ea
CLADDING:Positano Corners,Cloudy Grey Quartzite Corners,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Positano Corners,Positano Random Corners,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Positano Corners,24.73,lm
CLADDING:Positano Walling,Cloudy Grey Quartzite Walling,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Positano Walling,Positano Random Walling,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Positano Walling,24.73,m2
CLADDING:Sorrento Corners,Blue Quartzite Corners,,lm,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Sorrento Corners,Sorrento Random Corners,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Sorrento Corners,21.9,lm
CLADDING:Sorrento Walling,Blue Quartzite Walling,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Sorrento Walling,Sorrento Random Walling,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,CLADDING:Sorrento Walling,21.9,m2
CLADDING:Storm Cliff Corner,Cloudy Grey Quartzite Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Storm Cliff Corner,Storm Cliff Stackstone Corner,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Cloudy Grey Quartzite Corner,1.77,ea
CLADDING:Storm Cliff Stackstone,Cloudy Grey Quartzite Stacked Stone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Storm Cliff Stackstone,Storm Cliff Stackstone Cladding 600*150,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Cloudy Grey Quartzite Panel,2.95,ea
CLADDING:White Routine Marble Cladding,White Routine Marble Stacked Stone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:White Routine Marble Cladding,Marble Cliff Stacked Stone Panel 600*150,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,White Routine Marble Panel,1.85,ea
CLADDING:White Routine Marble Corner,White Routine Marble Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:White Routine Marble Corner,Marble Cliff Stackstone Corner,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,White Routine Marble Corner,3.05,ea
CLADDING:Yellow Cliff Corner,Oyster Quartzite Seperate Corner,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Yellow Cliff Corner,Yellow Cliff Stackstone Corner,,10.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Oyster Quartzite Corner,3.14,ea
CLADDING:Yellow Cliff Stackstone,Oyster Quartzite stacked Stone Panel,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,CLADDING:Yellow Cliff Stackstone,Yellow Cliff Stackstone Cladding 600*150,,6.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Xiamen MCC Stone Co.Ltd,TRUE,Oyster Quartzite Panel,1.9,ea
GRANITE:Blizzard Flamed 400*400*30,G603 All Sides Sawn Top Flamed 400*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed 400*400*30,Blizzard Flamed Granite 400*400*30,,11.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/40040030,3.1,ea
GRANITE:Blizzard Flamed 600*400*20,G603 All Sides Sawn Top Flamed 600*400*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed 600*400*20,Blizzard Flamed Granite 600*400*20,,13.18,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/60040020,3.87,ea
GRANITE:Blizzard Flamed 600*400*30,G603 All Sides Sawn Top Flamed 600*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed 600*400*30,Blizzard Flamed Granite 600*400*30,,16.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/60040030,4.41,ea
GRANITE:Blizzard Flamed 800*400*20,G603 All Sides Sawn Top Flamed 800*400*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed 800*400*20,Blizzard Flamed Granite 800*400*20,,17.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/80040020,5.33,ea
GRANITE:Blizzard Flamed B/N 400*400*20,G603 All Sides Sawn Top Flamed Front Bullnosed 400*400*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed B/N 400*400*20,Blizzard Flamed Bullnose Granite 400*400*20,,11.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/BN40040020,3.36,ea
GRANITE:Blizzard Flamed B/N 600*400*20,"G603 all sides sawn,Top+front flamed,front top+bottom long edges bevel 2mm. 600*400*20",,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed B/N 600*400*20,Blizzard Flamed Bullnose Granite 600*400*20,,20,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/BN60040020,5.04,ea
GRANITE:Blizzard Flamed S/E 600*400*20,"G603 all sides sawn,Top+front flamed,front top+bottom long edges bevel 2mm. 600*400*20",,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed S/E 600*400*20,Blizzard Flamed Square Edge Granite 600*400*20,,20,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/SE60040020,4.69,ea
GRANITE:Blizzard Flamed S/E 600*400*30,"G603 all sides sawn,Top+front flamed,front top+bottom long edges bevel 2mm. 600*400*30",,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Blizzard Flamed S/E 600*400*30,Blizzard Flamed Square Edge Granite 600*400*30,,21.82,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G603/SE60040030,5.26,ea
GRANITE:Monsoon Flamed 400*400*30,G3099 All Sides Sawn Top Flamed 400*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Monsoon Flamed 400*400*30,Monsoon Flamed Granite 400*400*30,,16.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G3099/40040030,5.36,ea
GRANITE:Monsoon Flamed 600*400*20,G3099 All Sides Sawn Top Flamed 600*400*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Monsoon Flamed 600*400*20,Monsoon Flamed Granite 600*400*20,,20,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G3099/60040020,6.11,ea
GRANITE:Monsoon Flamed 800*400*20,G3099 All Sides Sawn Top Flamed 800x400x20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Monsoon Flamed 800*400*20,Monsoon Flamed Granite 800*400*20,,27.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Delta Granite,TRUE,G3099/80040020,9.94,ea
GRANITE:Storm Flamed 1000*500*20,Storm Grey Flamed 1000*500*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Storm Flamed 1000*500*20,Storm/Flamed/ Granite1000*500*20,,63.18,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,GSGF1520,23.86,ea
GRANITE:Storm Flamed 600*400*20,Storm Grey Flamed 600*400*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Storm Flamed 600*400*20,Storm/Flamed/Granite 600*400*20,,27.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,GSGF6420,11.05,ea
GRANITE:Storm Flamed Drop Face 600*400*20/60,Storm Grey Flamed Drop Face 600*400*20/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Storm Flamed Drop Face 600*400*20/60,Storm Grey Flamed GraniteDrop/ Face 600*400*20/60,,96.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,GSGFDF64260,32.44,ea
GRANITE:Storm Flamed Sq Edge 1000*500*30,Storm Grey Flamed Square Edge 1000*500*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Storm Flamed Sq Edge 1000*500*30,Storm/Flamed/ Granite Square Edge 1000*500*30,,92.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,GSGFSE1530,32.89,ea
GRANITE:Yellow Split Granite Cobbles,Yellow Split Cobbles on Mesh 90x90x30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,GRANITE:Yellow Split Granite Cobbles,Yellow Split GraniteCobbles on Mesh 90x90x30,,153,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,GYFCOB,90,ea
LIMESTONE:Ashford Crazy Pave,Ashford Crazy Pave,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Crazy Pave,Ashford Limestone Crazy Pave,,109.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAFCP,55.5,m2
LIMESTONE:Ashford 600*400*15,Ashford 600*400*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford 600*400*15,Ashford Limestone 600*400*15 Sandblasted,,29.545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAF6415,14.81,ea
LIMESTONE:Ashford 600*400*30,Ashford 600*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford 600*400*30,Ashford Limestone 600*400*30 Sandblasted,,39.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAF6430,19.58,ea
LIMESTONE:Ashford 900*600*20,Ashford 900*600*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford 900*600*20,Ashford Limestone 900*600*20,,75.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAF9620,36.41,ea
LIMESTONE:Ashford 900*600*30,Ashford 900*600*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford 900*600*30,Ashford Limestone 900*600*30,,92.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAF9630,46.15,ea
LIMESTONE:Ashford Drop Face 900*400*30/60,Ashford Drop Face 900*400*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Drop Face 900*400*30/60,Ashford Limestone Drop Face 900*400*30/60,,140.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAFDF94360,66.75,ea
LIMESTONE:Ashford Round Large 600-900,Ashford Rounds Large 600-900,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Round Large 600-900,Ashford Limestone Rounds Large 600-900,,60.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAFRLRG,43.5,ea
LIMESTONE:Ashford Rounds Extra Large,Ashford Rounds Extra Large,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Rounds Extra Large,Ashford Limestone Rounds Extra Large,,60.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Ashford Rounds Extra Large,43.5,ea
LIMESTONE:Ashford Rounds Medium,Ashford Rounds Medium 400-600mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Rounds Medium,Ashford Limestone Rounds Medium 400-600mm,,38.18,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAFRMED,21.75,ea
LIMESTONE:Ashford Rounds Small,Ashford Rounds Small 300-400mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ashford Rounds Small,Ashford Limestone Rounds Small 300-400mm,,29.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAFRSMALL,14.5,ea
LIMESTONE:Atri 400*400*30,Atri Limestone 400*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri 400*400*30,Atri Limestone 400*400*30,,14.545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAT4430,4,ea
LIMESTONE:Atri 600*400*15,Atri Limestone 600*400*15,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri 600*400*15,Atri Limestone 600*400*15,,19.545,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAT6415,9.67,ea
LIMESTONE:Atri 600*400*30,Atri Limestone 600*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri 600*400*30,Atri Limestone 600*400*30,,27.27,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAT6430,13.74,ea
LIMESTONE:Atri 900*600*20,Atri Limestone 900*600*20,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri 900*600*20,Atri Limestone 900*600*20,,51.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAT9620,25.82,ea
LIMESTONE:Atri 900*600*30,Atri Limestone 900*600*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri 900*600*30,Atri Limestone 900*600*30,,71.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LAT9630,35.68,ea
LIMESTONE:Atri Crazy Pave,Atri Limestone Crazy Pave,,m2,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Crazy Pave,Atri Limestone Crazy Pave,,90,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LATCP,40.95,m2
LIMESTONE:Atri Drop Face 900*400*30/60,Atr Limestone Drop Face 900*400*30/60,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Drop Face 900*400*30/60,Atri Limestone Drop Face 900*400*30/60,,113.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LATDF94360,57,ea
LIMESTONE:Atri Rounds Extra Large,Atri Limestone Rounds Extra Large,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Rounds Extra Large,Atri Limestone Rounds Extra Large,,60.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Atri Rounds Extra Large,26,ea
LIMESTONE:Atri Rounds Large,Atri Limestone Rounds Large 600-800*20mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Rounds Large,Atri Limestone Rounds Large 600-800*20mm,,60.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LATRLRG,26,ea
LIMESTONE:Atri Rounds Medium,Atri Limestone Rounds Medium 400-600*20mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Rounds Medium,Atri Limestone Rounds Medium 400-600*20mm,,38.18,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LATRMED,14.5,ea
LIMESTONE:Atri Rounds Small,Atri Limestone Rounds Small 300-400*20mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Atri Rounds Small,Atri Limestone Rounds Small 300-400*20mm,,29.09,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LATRSMALL,10.8,ea
LIMESTONE:Black Limestone 400*400*30,Black Limestone 400*400*30,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Black Limestone 400*400*30,Black Limestone 400*400*30,,6.5,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,SBL4430,8,ea
LIMESTONE:Ceduna 600*600*15,Limestone Patara B Grade 600*600*15mm,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,LIMESTONE:Ceduna 600*600*15,Ceduna Limestone 600*600*15mm,,30.90909,,,TRUE,GST,10,,0,kg,0,0,0,mm,Luxury Stone Imports Pty Ltd.,TRUE,LIMESTONE:Ceduna 600*600*15,16.08,ea
