PartNumber,PartDescription,PartDetails,UOM,UPC,PartTypeID,Active,PartTaxCode,StdCost,Tracks-Lot Number,Next Value-Lot Number,Tracks-Revision Level,Next Value-Revision Level,Tracks-Expiration Date,Next Value-Expiration Date,Tracks-Serial Number,Next Value-Serial Number,AssetAccount,COGSAccount,AdjustmentAccount,ScrapAccount,VarianceAccount,ABCCode,Weight,WeightUOM,Width,Height,Len,SizeUOM,ConsumptionRate,PartURL,PartRevision,ProductNumber,ProductDescription,ProductDetails,Price,ProductSKU,ProductUPC,ProductActive,ProductTaxCode,ProductSOItemTypeID,IncomeAccount,ProductWeight,ProductWeightUOM,ProductWidth,ProductHeight,ProductLen,ProductSizeUOM,Vendor,DefaultVendor,VendorPartNumber,Cost,VendorUOM
MOSAIC-WATERLINE TILES:GENUINE:Genuine Dark Blue 311x311,Mosaic Genuine Dark Blue 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:GENUINE:Genuine Dark Blue 311x311,Genuine Dark Blue Mosaics 311x311,,105.39,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM GN100,95.8,B1.47
MOSAIC-WATERLINE TILES:GENUINE:Genuine Midnight Blue 311x311,Mosaic Genuine Midnight Blue 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:GENUINE:Genuine Midnight Blue 311x311,Genuine Midnight Blue Mosaics 311x311,,117.12,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM GN100-F,72.43,B1.47
MOSAIC-WATERLINE TILES:GENUINE:Genuine White/Anti Slip 311x311,Mosaic Genuine White - Anti Slip 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:GENUINE:Genuine White/Anti Slip 311x311,Genuine White - Anti Slip Mosaics 311x311,,152.29,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM GN500-A,94.18,B1.47
MOSAIC-WATERLINE TILES:GEN PEARL - Full Iridiscent:Pearl DK Bl 311x311,Mosaic Pearl Dark Blue - Full Iridescent 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:GEN PEARL - Full Iridiscent:Pearl DK Bl 311x311,Pearl Dark Blue - Full Iridescent Mosaics 311x311,,234.35,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM PEARL 100,144.93,B1.47
MOSAIC-WATERLINE TILES:GEN PEARL - Full Iridiscent:Pearl White 311x467,Mosaic Pearl White - Full Iridescent 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:GEN PEARL - Full Iridiscent:Pearl White 311x467,Pearl White - Full Iridescent Mosaics 311x467,,323.62,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM PEA500-DOT,144.93,B2.03
MOSAIC-WATERLINE TILES:IDENTITY:Identity Malawi 311x467,Mosaic Identity Malawi 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:IDENTITY:Identity Malawi 311x467,Identity Malawi Mosaics 311x467,,258.87,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM MAL-DOT,115.93,B2.03
MOSAIC-WATERLINE TILES:SAND ROCK:Sand Rock Polaris 311x467,Mosaic Sand Rock Polaris - Light Grey 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SAND ROCK:Sand Rock Polaris 311x467,Sand Rock Polaris - Light Grey Mosaics 311x467,,356,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM SR-POLA-DOT,159.43,B2.03
MOSAIC-WATERLINE TILES:SOLID ROCK:Solid Rock Acmon 311x311,Mosaic Solid Rock Acmon 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SOLID ROCK:Solid Rock Acmon 311x311,Solid Rock Acmon Mosaics 311x311,,257.79,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM ACMON,159.43,B1.47
MOSAIC-WATERLINE TILES:SOLID ROCK:Solid Rock Mamba 311x311,Mosaic Solid Rock Mamba 311x311,,B1.47,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SOLID ROCK:Solid Rock Mamba 311x311,Solid Rock Mamba Mosaics 311x311,,257.79,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM MAMBA,159.43,B1.47
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Emperor 311x467,Mosaic Spirit Emperor 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Emperor 311x467,Spirit Emperor Mosaics 311x467,,258.87,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM EMP-DOT,115.93,B2.03
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Koi 311x467,Mosaic Spirit Koi 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Koi 311x467,Spirit Koi Mosaics 311x467,,161.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM KOI-DOT,72.43,B2.03
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Mimic 311x467,Mosaic Spirit Mimic 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Mimic 311x467,Spirit Mimic Mosaics 311x467,,161.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM MIMIC-DOT,72.43,B2.03
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Ray 311x467,Mosaic Spirit Ray 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Ray 311x467,Spirit Ray Mosaics 311x467,,258.87,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM RAY-DOT,115.93,B2.03
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Spiny 311x467,Mosaic Spirit Spiny 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Spiny 311x467,Spirit Spiny Mosaics 311x467,,161.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM SPINY-DOT,72.43,B2.03
MOSAIC-WATERLINE TILES:SPIRIT:Spirit Tetra 311x467,Mosaic Spirit Tetra 311x467,,B2.03,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,MOSAIC-WATERLINE TILES:SPIRIT:Spirit Tetra 311x467,Spirit Tetra Mosaics 311x467,,161.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PM TETRA-DOT,72.43,B2.03
PORCELAIN:10 Aura Beige 200*600*10,Tundra Beige Porcelain 200*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Beige 200*600*10,Aura Beige Porcelain 200*600*10 Smooth Grip,,5.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN BEI26MS,3.6,ea
PORCELAIN:10 Aura Beige 300*600*10,Tundra Beige Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Beige 300*600*10,Aura Beige Porcelain 300*600*10 Smooth Grip,,7.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN BEI36MS,5.4,ea
PORCELAIN:10 Aura Beige 600*1200*10,Tundra Beige Porcelain 600*1200*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Beige 600*1200*10,Aura Beige Porcelain 600*1200*10 Smooth Grip,,41.98,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN BEI612MS,28.95,ea
PORCELAIN:10 Aura Beige 600*600*10,Tundra Beige Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Beige 600*600*10,Aura Beige Porcelain 600*600*10 Smooth Grip,,15,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN BEI60MS,10.45,ea
PORCELAIN:10 Aura Grey 200*600*10,Tundra Grey Porcelain 200*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Grey 200*600*10,Aura Grey Porcelain 200*600*10 Smooth Grip,,5.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN GRY26MS,3.6,ea
PORCELAIN:10 Aura Grey 300*600*10,Tundra Grey Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Grey 300*600*10,Aura Grey Porcelain 300*600*10 Smooth Grip,,7.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN GRY36MS,5.4,ea
PORCELAIN:10 Aura Grey 600*600*10,Tundra Grey Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura Grey 600*600*10,Aura Grey Porcelain 600*600*10 Smooth Grip,,15,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN GRY60MS,10.45,ea
PORCELAIN:10 Aura White 200*600*10,Tundra White Porcelain 200*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura White 200*600*10,Aura White Porcelain 200*600*10 Smooth Grip,,5.45,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN WHT26MS,3.6,ea
PORCELAIN:10 Aura White 300*600*10,Tundra White Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura White 300*600*10,Aura White Porcelain 300*600*10 Smooth Grip,,7.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN WHT36MS,5.4,ea
PORCELAIN:10 Aura White 600*600*10,Tundra White Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Aura White 600*600*10,Aura White Porcelain 600*600*10 Smooth Grip,,15,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN WHT60MS,10.45,ea
PORCELAIN:10 Coastal Beige 600*600*10,Timeless Classic Porcelain 600*600*10 Smooth Grip Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Coastal Beige 600*600*10,Coastal Beige Porcelain 600*600*10 Smooth Grip Structured,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML CLA60S,8.65,ea
PORCELAIN:10 Coastal Silver 600*600*10,Timeless Silver Porcelain 600*600*10 Smooth Grip Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Coastal Silver 600*600*10,Coastal Silver Porcelain 600*600*10 Smooth Grip Structured,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML SIL60S,8.65,ea
PORCELAIN:10 Coastal White 600*600*10,Timeless White Porcelain 600*600*10 Smooth Grip Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Coastal White 600*600*10,Coastal White Porcelain 600*600*10 Smooth Grip Structured,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML WHT60S,8.65,ea
PORCELAIN:10 Maroochy Grey 300*600*10,Paradigm Grey Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy Grey 300*600*10,Maroochy Grey Porcelain 300*600*10 Smooth Grip,,6.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD GRY36S,4.5,ea
PORCELAIN:10 Maroochy Grey 600*600*10,Paradigm Grey Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy Grey 600*600*10,Maroochy Grey Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD GRY60S,8.65,ea
PORCELAIN:10 Maroochy L-Grey  300*600*10,Paradigm Light Grey Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy L-Grey  300*600*10,Maroochy Light Grey Porcelain 300*600*10 Smooth Grip,,6.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD LGY36S,4.5,ea
PORCELAIN:10 Maroochy L-Grey 600*600*10,Paradigm Light Grey Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy L-Grey 600*600*10,Maroochy Light Grey Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD LGY60S,8.65,ea
PORCELAIN:10 Maroochy Tortora 300*600*10,Paradigm Tortora Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy Tortora 300*600*10,Maroochy Tortora Porcelain 300*600*10 Smooth Grip,,6.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD TOR36S,4.5,ea
PORCELAIN:10 Maroochy Tortora 600*600*10,Paradigm Tortora Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy Tortora 600*600*10,Maroochy Tortora Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD TOR60S,8.65,ea
PORCELAIN:10 Maroochy White 300*600*10,Paradigm White Porcelain 300*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy White 300*600*10,Maroochy White Porcelain 300*600*10 Smooth Grip,,6.36,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD WHT36S,4.5,ea
PORCELAIN:10 Maroochy White 600*600*10,Paradigm White Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Maroochy White 600*600*10,Maroochy White Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD WHT60S,8.65,ea
PORCELAIN:10 Noosa Grey 600*600*10,Vogue Grey Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Noosa Grey 600*600*10,Noosa Grey Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,VOG GRY60MS,8.65,ea
PORCELAIN:10 Noosa Light Grey 600*600*10,Vogue Light Grey Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Noosa Light Grey 600*600*10,Noosa Light Grey Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,VOG LGY60MS,8.65,ea
PORCELAIN:10 Noosa Tortora 600*600*10,Vogue Tortora Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Noosa Tortora 600*600*10,Noosa Tortora Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,VOG TOR60MS,8.65,ea
PORCELAIN:10 Noosa White 600*600*10,Vogue White Porcelain 600*600*10 Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Noosa White 600*600*10,Noosa White Porcelain 600*600*10 Smooth Grip,,12.73,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,VOG WHT60MS,8.65,ea
PORCELAIN:10 Pacific White 600*600*10,Pearl White Porcelain 600*600*10 Matt,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Pacific White 600*600*10,Pacific White Porcelain 600*600*10 Matt,,15.1545,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PEA WHI66MATT,9.37,ea
PORCELAIN:10 Pelican Grey 450*450*10,Montauk Grey Porcelain 450*450*10 Structured Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Pelican Grey 450*450*10,Pelican Grey Porcelain 450*450*10 Structured Grip,,8.08,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,MTK GRY45S,3.844,ea
PORCELAIN:10 Teewah Grey 600*300*10,Adore Grey Porcelain 600*300*10 Matt Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Teewah Grey 600*300*10,Teewah Grey Porcelain 600*300*10 Matt Smooth Grip,,0,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,ADO GRY36MS,3.597,ea
PORCELAIN:10 Yaroomba Grey 600*600*10,Magic Stone Grey Porcelain 600*600*10 Matt Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Yaroomba Grey 600*600*10,Yaroomba Grey Porcelain 600*600*10 Matt Smooth Grip,,9.55,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,MST GRY60MS,6.48,ea
PORCELAIN:10 Yaroomba Sand 600*600*10,Magic Stone  Sand Porcelain 600*600*10 Matt Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Yaroomba Sand 600*600*10,Yaroomba Sand Porcelain 600*600*10 Matt Smooth Grip,,9.55,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,MST SAN60MS,6.48,ea
PORCELAIN:10 Yaroomba White 600*600*10,Magic Stone  White Porcelain 600*600*10 Matt Smooth Grip,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:10 Yaroomba White 600*600*10,Yaroomba White Porcelain 600*600*10 Matt Smooth Grip,,9.55,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,MST WHT60MS,6.48,ea
PORCELAIN:20 Aura Bullnose 600x350x20,Tundra BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Aura Bullnose 600x350x20,Aura BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,43.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN 356BN,29.95,ea
PORCELAIN:20 Aura Grey 600*600*20,Tundra Grey Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Aura Grey 600*600*20,Aura Grey Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN GRY60MS-20,14.42,ea
PORCELAIN:20 Aura White 600*600*20,Tundra White Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Aura White 600*600*20,Aura White Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TUN WHT60MS-20,14.42,ea
PORCELAIN:20 Coastal Beige 600*600*20,Timeless Beige Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Coastal Beige 600*600*20,Coastal Beige Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML BEI60S-20,14.42,ea
PORCELAIN:20 Coastal Bullnose 600x350x20,Timeless BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Coastal Bullnose 600x350x20,COASTAL BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,43.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML 356BN,29.95,ea
PORCELAIN:20 Coastal Silver 600*600*20,Timeless Silver Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Coastal Silver 600*600*20,Coastal Silver Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML SIL60S-20,14.42,ea
PORCELAIN:20 Coastal White 600*600*20,Timeless White Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Coastal White 600*600*20,Coastal White Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,TML WHT60S-20,14.42,ea
PORCELAIN:20 Maroochy Bullnose 600x350x20,Paradigm BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Maroochy Bullnose 600x350x20,Maroochy BULLNOSEn **ADD COLOUR** nPorcelain 600*350*20 Structured,,43.64,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD 356BN,29.95,ea
PORCELAIN:20 Maroochy Cream 600*600*20,Paradigm Cream Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Maroochy Cream 600*600*20,Maroochy Cream Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD CRM60S-20,14.42,ea
PORCELAIN:20 Maroochy Grey 600*600*20,Paradigm Grey Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Maroochy Grey 600*600*20,Maroochy Grey Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD GRY60S-20,14.42,ea
PORCELAIN:20 Maroochy L-Grey 600*600*20,Paradigm Light Grey Porcelain 600*600*20 Structured,,ea,,10,TRUE,,$0.00,FALSE,,FALSE,,FALSE,,FALSE,,,,,,,N,0,kg,0,0,0,mm,0,,,PORCELAIN:20 Maroochy L-Grey 600*600*20,Maroochy Light Grey Porcelain 600*600*20 Structured,,20.91,,,TRUE,GST,10,,0,kg,0,0,0,mm,StoneWorld,TRUE,PRD LGY60S-20,14.42,ea
